name,county_name,state_name,state_fips,county_fips
"Daphne-Fairhope-Foley, AL",Baldwin County,Alabama,01,003
"Davenport-Moline-Rock Island, IA-IL",Henry County,Illinois,17,073
"Davenport-Moline-Rock Island, IA-IL",Mercer County,Illinois,17,131
"Davenport-Moline-Rock Island, IA-IL",Rock Island County,Illinois,17,161
"Davenport-Moline-Rock Island, IA-IL",Scott County,Iowa,19,163
"Dayton-Kettering-Beavercreek, OH",Greene County,Ohio,39,057
"Dayton-Kettering-Beavercreek, OH",Miami County,Ohio,39,109
"Dayton-Kettering-Beavercreek, OH",Montgomery County,Ohio,39,113
"Decatur, AL",Lawrence County,Alabama,01,079
"Decatur, AL",Morgan County,Alabama,01,103
"Decatur, IL",Macon County,Illinois,17,115
"Decatur, IN",Adams County,Indiana,18,001
"Defiance, OH",Defiance County,Ohio,39,039
"Del Rio, TX",Val Verde County,Texas,48,465
"Deltona-Daytona Beach-Ormond Beach, FL",Flagler County,Florida,12,035
"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,Florida,12,127
"Deming, NM",Luna County,New Mexico,35,029
"Denver-Aurora-Centennial, CO",Adams County,Colorado,08,001
"Denver-Aurora-Centennial, CO",Arapahoe County,Colorado,08,005
"Denver-Aurora-Centennial, CO",Broomfield County,Colorado,08,014
"Denver-Aurora-Centennial, CO",Clear Creek County,Colorado,08,019
"Denver-Aurora-Centennial, CO",Denver County,Colorado,08,031
"Denver-Aurora-Centennial, CO",Douglas County,Colorado,08,035
"Denver-Aurora-Centennial, CO",Elbert County,Colorado,08,039
"Denver-Aurora-Centennial, CO",Gilpin County,Colorado,08,047
"Denver-Aurora-Centennial, CO",Jefferson County,Colorado,08,059
"Denver-Aurora-Centennial, CO",Park County,Colorado,08,093
"DeRidder, LA",Beauregard Parish,Louisiana,22,011
"Des Moines-West Des Moines, IA",Dallas County,Iowa,19,049
"Des Moines-West Des Moines, IA",Guthrie County,Iowa,19,077
"Des Moines-West Des Moines, IA",Jasper County,Iowa,19,099
"Des Moines-West Des Moines, IA",Madison County,Iowa,19,121
"Des Moines-West Des Moines, IA",Polk County,Iowa,19,153
"Des Moines-West Des Moines, IA",Warren County,Iowa,19,181
"Detroit Lakes, MN",Becker County,Minnesota,27,005
"Detroit-Warren-Dearborn, MI",Wayne County,Michigan,26,163
"Detroit-Warren-Dearborn, MI",Lapeer County,Michigan,26,087
"Detroit-Warren-Dearborn, MI",Livingston County,Michigan,26,093
"Detroit-Warren-Dearborn, MI",Macomb County,Michigan,26,099
"Detroit-Warren-Dearborn, MI",Oakland County,Michigan,26,125
"Detroit-Warren-Dearborn, MI",St. Clair County,Michigan,26,147
"Dickinson, ND",Billings County,North Dakota,38,007
"Dickinson, ND",Dunn County,North Dakota,38,025
"Dickinson, ND",Stark County,North Dakota,38,089
"Dixon, IL",Lee County,Illinois,17,103
"Dodge City, KS",Ford County,Kansas,20,057
"Dothan, AL",Geneva County,Alabama,01,061
"Dothan, AL",Henry County,Alabama,01,067
"Dothan, AL",Houston County,Alabama,01,069
"Douglas, GA",Atkinson County,Georgia,13,003
"Douglas, GA",Coffee County,Georgia,13,069
"Dover, DE",Kent County,Delaware,10,001
"Dublin, GA",Johnson County,Georgia,13,167
"Dublin, GA",Laurens County,Georgia,13,175
"DuBois, PA",Clearfield County,Pennsylvania,42,033
"Dubuque, IA",Dubuque County,Iowa,19,061
"Duluth, MN-WI",Carlton County,Minnesota,27,017
"Duluth, MN-WI",St. Louis County,Minnesota,27,137
"Duluth, MN-WI",Douglas County,Wisconsin,55,031
"Dumas, TX",Moore County,Texas,48,341
"Duncan, OK",Stephens County,Oklahoma,40,137
"Durango, CO",La Plata County,Colorado,08,067
"Durant, OK",Bryan County,Oklahoma,40,013
"Durham-Chapel Hill, NC",Chatham County,North Carolina,37,037
"Durham-Chapel Hill, NC",Durham County,North Carolina,37,063
"Durham-Chapel Hill, NC",Orange County,North Carolina,37,135
"Durham-Chapel Hill, NC",Person County,North Carolina,37,145
"Dyersburg, TN",Dyer County,Tennessee,47,045
"Eagle Pass, TX",Maverick County,Texas,48,323
"Easton, MD",Talbot County,Maryland,24,041
"East Stroudsburg, PA",Monroe County,Pennsylvania,42,089
"Eau Claire, WI",Chippewa County,Wisconsin,55,017
"Eau Claire, WI",Eau Claire County,Wisconsin,55,035
"Edwards, CO",Eagle County,Colorado,08,037
"Effingham, IL",Cumberland County,Illinois,17,035
"Effingham, IL",Effingham County,Illinois,17,049
"El Campo, TX",Wharton County,Texas,48,481
"El Centro, CA",Imperial County,California,06,025
"El Dorado, AR",Union County,Arkansas,05,139
"Elizabeth City, NC",Pasquotank County,North Carolina,37,139
"Elizabethtown, KY",Hardin County,Kentucky,21,093
"Elizabethtown, KY",Larue County,Kentucky,21,123
"Elk City, OK",Beckham County,Oklahoma,40,009
"Elkhart-Goshen, IN",Elkhart County,Indiana,18,039
"Elkins, WV",Randolph County,West Virginia,54,083
"Elko, NV",Elko County,Nevada,32,007
"Elko, NV",Eureka County,Nevada,32,011
"Ellensburg, WA",Kittitas County,Washington,53,037
"Elmira, NY",Chemung County,New York,36,015
"El Paso, TX",El Paso County,Texas,48,141
"El Paso, TX",Hudspeth County,Texas,48,229
"Emporia, KS",Chase County,Kansas,20,017
"Emporia, KS",Lyon County,Kansas,20,111
"Enid, OK",Garfield County,Oklahoma,40,047
"Enterprise, AL",Coffee County,Alabama,01,031
"Erie, PA",Erie County,Pennsylvania,42,049
"Escanaba, MI",Delta County,Michigan,26,041
"Española, NM",Rio Arriba County,New Mexico,35,039
"Eufaula, AL-GA",Barbour County,Alabama,01,005
"Eufaula, AL-GA",Quitman County,Georgia,13,239
"Eugene-Springfield, OR",Lane County,Oregon,41,039
"Eureka-Arcata, CA",Humboldt County,California,06,023
"Evanston, WY-UT",Rich County,Utah,49,033
"Evanston, WY-UT",Uinta County,Wyoming,56,041
"Evansville, IN",Posey County,Indiana,18,129
"Evansville, IN",Vanderburgh County,Indiana,18,163
"Evansville, IN",Warrick County,Indiana,18,173
"Fairbanks-College, AK",Fairbanks North Star Borough,Alaska,02,090
"Fairmont, MN",Martin County,Minnesota,27,091
"Fairmont, WV",Marion County,West Virginia,54,049
"Fallon, NV",Churchill County,Nevada,32,001
"Fargo, ND-MN",Clay County,Minnesota,27,027
"Fargo, ND-MN",Cass County,North Dakota,38,017
"Faribault-Northfield, MN",Rice County,Minnesota,27,131
"Farmington, MO",St. Francois County,Missouri,29,187
"Farmington, NM",San Juan County,New Mexico,35,045
"Fayetteville, NC",Cumberland County,North Carolina,37,051
"Fayetteville, NC",Hoke County,North Carolina,37,093
"Fayetteville, TN",Lincoln County,Tennessee,47,103
"Fayetteville-Springdale-Rogers, AR",Benton County,Arkansas,05,007
"Fayetteville-Springdale-Rogers, AR",Madison County,Arkansas,05,087
"Fayetteville-Springdale-Rogers, AR",Washington County,Arkansas,05,143
"Fergus Falls, MN",Otter Tail County,Minnesota,27,111
"Findlay, OH",Hancock County,Ohio,39,063
"Fitzgerald, GA",Ben Hill County,Georgia,13,017
"Flagstaff, AZ",Coconino County,Arizona,04,005
"Flint, MI",Genesee County,Michigan,26,049
"Florence, SC",Darlington County,South Carolina,45,031
"Florence, SC",Florence County,South Carolina,45,041
"Florence-Muscle Shoals, AL",Colbert County,Alabama,01,033
"Florence-Muscle Shoals, AL",Lauderdale County,Alabama,01,077
"Fond du Lac, WI",Fond du Lac County,Wisconsin,55,039
"Forest City, NC",Rutherford County,North Carolina,37,161
"Forrest City, AR",St. Francis County,Arkansas,05,123
"Fort Collins-Loveland, CO",Larimer County,Colorado,08,069
"Fort Dodge, IA",Webster County,Iowa,19,187
"Fort Leonard Wood, MO",Pulaski County,Missouri,29,169
"Fort Madison, IA",Lee County,Iowa,19,111
"Fort Morgan, CO",Morgan County,Colorado,08,087
"Fort Payne, AL",DeKalb County,Alabama,01,049
"Fort Smith, AR-OK",Crawford County,Arkansas,05,033
"Fort Smith, AR-OK",Sebastian County,Arkansas,05,131
"Fort Smith, AR-OK",Sequoyah County,Oklahoma,40,135
"Fort Wayne, IN",Allen County,Indiana,18,003
"Fort Wayne, IN",Wells County,Indiana,18,179
"Fort Wayne, IN",Whitley County,Indiana,18,183
"Frankfort, IN",Clinton County,Indiana,18,023
"Frankfort, KY",Anderson County,Kentucky,21,005
"Frankfort, KY",Franklin County,Kentucky,21,073
"Franklin, KY",Simpson County,Kentucky,21,213
"Fredericksburg, TX",Gillespie County,Texas,48,171
"Freeport, IL",Stephenson County,Illinois,17,177
"Fremont, NE",Dodge County,Nebraska,31,053
"Fremont, OH",Sandusky County,Ohio,39,143
"Fresno, CA",Fresno County,California,06,019
"Fresno, CA",Madera County,California,06,039
"Gadsden, AL",Etowah County,Alabama,01,055
"Gaffney, SC",Cherokee County,South Carolina,45,021
"Gainesville, FL",Alachua County,Florida,12,001
"Gainesville, FL",Gilchrist County,Florida,12,041
"Gainesville, FL",Levy County,Florida,12,075
"Gainesville, GA",Hall County,Georgia,13,139
"Gainesville, TX",Cooke County,Texas,48,097
"Galesburg, IL",Knox County,Illinois,17,095
"Gallipolis, OH",Gallia County,Ohio,39,053
"Gallup, NM",McKinley County,New Mexico,35,031
"Garden City, KS",Finney County,Kansas,20,055
"Gardnerville Ranchos, NV-CA",Alpine County,California,06,003
"Gardnerville Ranchos, NV-CA",Douglas County,Nevada,32,005
"Gettysburg, PA",Adams County,Pennsylvania,42,001
"Gillette, WY",Campbell County,Wyoming,56,005
"Glasgow, KY",Barren County,Kentucky,21,009
"Glasgow, KY",Metcalfe County,Kentucky,21,169
"Glens Falls, NY",Warren County,New York,36,113
"Glens Falls, NY",Washington County,New York,36,115
"Gloversville, NY",Fulton County,New York,36,035
"Goldsboro, NC",Wayne County,North Carolina,37,191
"Granbury, TX",Hood County,Texas,48,221
"Grand Forks, ND-MN",Polk County,Minnesota,27,119
"Grand Forks, ND-MN",Grand Forks County,North Dakota,38,035
"Grand Island, NE",Hall County,Nebraska,31,079
"Grand Island, NE",Howard County,Nebraska,31,093
"Grand Island, NE",Merrick County,Nebraska,31,121
"Grand Junction, CO",Mesa County,Colorado,08,077
"Grand Rapids, MN",Itasca County,Minnesota,27,061
"Grand Rapids-Wyoming-Kentwood, MI",Barry County,Michigan,26,015
"Grand Rapids-Wyoming-Kentwood, MI",Ionia County,Michigan,26,067
"Grand Rapids-Wyoming-Kentwood, MI",Kent County,Michigan,26,081
"Grand Rapids-Wyoming-Kentwood, MI",Montcalm County,Michigan,26,117
"Grand Rapids-Wyoming-Kentwood, MI",Ottawa County,Michigan,26,139
"Grants Pass, OR",Josephine County,Oregon,41,033
"Great Bend, KS",Barton County,Kansas,20,009
"Great Falls, MT",Cascade County,Montana,30,013
"Greeley, CO",Weld County,Colorado,08,123
"Green Bay, WI",Brown County,Wisconsin,55,009
"Green Bay, WI",Kewaunee County,Wisconsin,55,061
"Green Bay, WI",Oconto County,Wisconsin,55,083
"Greencastle, IN",Putnam County,Indiana,18,133
"Greeneville, TN",Greene County,Tennessee,47,059
"Greenfield, MA",Franklin County,Massachusetts,25,011
"Greensboro-High Point, NC",Guilford County,North Carolina,37,081
"Greensboro-High Point, NC",Randolph County,North Carolina,37,151
"Greensboro-High Point, NC",Rockingham County,North Carolina,37,157
"Greensburg, IN",Decatur County,Indiana,18,031
"Greenville, MS",Washington County,Mississippi,28,151
"Greenville, NC",Pitt County,North Carolina,37,147
"Greenville, OH",Darke County,Ohio,39,037
"Greenville-Anderson-Greer, SC",Anderson County,South Carolina,45,007
"Greenville-Anderson-Greer, SC",Greenville County,South Carolina,45,045
"Greenville-Anderson-Greer, SC",Laurens County,South Carolina,45,059
"Greenville-Anderson-Greer, SC",Pickens County,South Carolina,45,077
"Greenwood, MS",Carroll County,Mississippi,28,015
"Greenwood, MS",Leflore County,Mississippi,28,083
"Greenwood, SC",Abbeville County,South Carolina,45,001
"Greenwood, SC",Greenwood County,South Carolina,45,047
"Grenada, MS",Grenada County,Mississippi,28,043
"Grenada, MS",Montgomery County,Mississippi,28,097
"Guayama, PR",Arroyo Municipio,Puerto Rico,72,015
"Guayama, PR",Guayama Municipio,Puerto Rico,72,057
"Guayama, PR",Patillas Municipio,Puerto Rico,72,109
"Gulfport-Biloxi, MS",Hancock County,Mississippi,28,045
"Gulfport-Biloxi, MS",Harrison County,Mississippi,28,047
"Gulfport-Biloxi, MS",Jackson County,Mississippi,28,059
"Gulfport-Biloxi, MS",Stone County,Mississippi,28,131
"Guymon, OK",Texas County,Oklahoma,40,139
"Hagerstown-Martinsburg, MD-WV",Washington County,Maryland,24,043
"Hagerstown-Martinsburg, MD-WV",Berkeley County,West Virginia,54,003
"Hagerstown-Martinsburg, MD-WV",Morgan County,West Virginia,54,065
"Hailey, ID",Blaine County,Idaho,16,013
"Hailey, ID",Camas County,Idaho,16,025
"Hailey, ID",Lincoln County,Idaho,16,063
"Hammond, LA",Tangipahoa Parish,Louisiana,22,105
"Hanford-Corcoran, CA",Kings County,California,06,031
"Hannibal, MO",Marion County,Missouri,29,127
"Hannibal, MO",Ralls County,Missouri,29,173
"Harrisburg-Carlisle, PA",Cumberland County,Pennsylvania,42,041
"Harrisburg-Carlisle, PA",Dauphin County,Pennsylvania,42,043
"Harrisburg-Carlisle, PA",Perry County,Pennsylvania,42,099
"Harrison, AR",Boone County,Arkansas,05,009
"Harrison, AR",Newton County,Arkansas,05,101
"Harrisonburg, VA",Rockingham County,Virginia,51,165
"Harrisonburg, VA",Harrisonburg city,Virginia,51,660
"Hartford-West Hartford-East Hartford, CT",Capitol Planning Region,Connecticut,09,110
"Hartford-West Hartford-East Hartford, CT",Lower Connecticut River Valley Planning Region,Connecticut,09,130
"Hastings, NE",Adams County,Nebraska,31,001
"Hastings, NE",Clay County,Nebraska,31,035
"Hastings, NE",Webster County,Nebraska,31,181
"Hattiesburg, MS",Forrest County,Mississippi,28,035
"Hattiesburg, MS",Lamar County,Mississippi,28,073
"Hattiesburg, MS",Perry County,Mississippi,28,111
"Hays, KS",Ellis County,Kansas,20,051
"Heber, UT",Summit County,Utah,49,043
"Heber, UT",Wasatch County,Utah,49,051
"Helena, MT",Broadwater County,Montana,30,007
"Helena, MT",Jefferson County,Montana,30,043
"Helena, MT",Lewis and Clark County,Montana,30,049
"Hemlock Farms, PA",Pike County,Pennsylvania,42,103
"Henderson, KY",Henderson County,Kentucky,21,101
"Henderson, KY",Webster County,Kentucky,21,233
"Henderson, NC",Vance County,North Carolina,37,181
"Hereford, TX",Deaf Smith County,Texas,48,117
"Hermiston-Pendleton, OR",Morrow County,Oregon,41,049
"Hermiston-Pendleton, OR",Umatilla County,Oregon,41,059
"Hermitage, PA",Mercer County,Pennsylvania,42,085
"Hickory-Lenoir-Morganton, NC",Alexander County,North Carolina,37,003
"Hickory-Lenoir-Morganton, NC",Burke County,North Carolina,37,023
"Hickory-Lenoir-Morganton, NC",Caldwell County,North Carolina,37,027
"Hickory-Lenoir-Morganton, NC",Catawba County,North Carolina,37,035
"Hillsdale, MI",Hillsdale County,Michigan,26,059
"Hilo-Kailua, HI",Hawaii County,Hawaii,15,001
"Hilton Head Island-Bluffton-Port Royal, SC",Beaufort County,South Carolina,45,013
"Hilton Head Island-Bluffton-Port Royal, SC",Jasper County,South Carolina,45,053
"Hinesville, GA",Liberty County,Georgia,13,179
"Hinesville, GA",Long County,Georgia,13,183
"Hobbs, NM",Lea County,New Mexico,35,025
"Holland, MI",Allegan County,Michigan,26,005
"Homosassa Springs, FL",Citrus County,Florida,12,017
"Hood River, OR",Hood River County,Oregon,41,027
"Hot Springs, AR",Garland County,Arkansas,05,051
"Houghton, MI",Houghton County,Michigan,26,061
"Houghton, MI",Keweenaw County,Michigan,26,083
"Houma-Bayou Cane-Thibodaux, LA",Lafourche Parish,Louisiana,22,057
"Houma-Bayou Cane-Thibodaux, LA",Terrebonne Parish,Louisiana,22,109
"Houston-Pasadena-The Woodlands, TX",Austin County,Texas,48,015
"Houston-Pasadena-The Woodlands, TX",Brazoria County,Texas,48,039
"Houston-Pasadena-The Woodlands, TX",Chambers County,Texas,48,071
"Houston-Pasadena-The Woodlands, TX",Fort Bend County,Texas,48,157
"Houston-Pasadena-The Woodlands, TX",Galveston County,Texas,48,167
"Houston-Pasadena-The Woodlands, TX",Harris County,Texas,48,201
"Houston-Pasadena-The Woodlands, TX",Liberty County,Texas,48,291
"Houston-Pasadena-The Woodlands, TX",Montgomery County,Texas,48,339
"Houston-Pasadena-The Woodlands, TX",San Jacinto County,Texas,48,407
"Houston-Pasadena-The Woodlands, TX",Waller County,Texas,48,473
"Hudson, NY",Columbia County,New York,36,021
"Huntingdon, PA",Huntingdon County,Pennsylvania,42,061
"Huntington, IN",Huntington County,Indiana,18,069
"Huntington-Ashland, WV-KY-OH",Boyd County,Kentucky,21,019
"Huntington-Ashland, WV-KY-OH",Carter County,Kentucky,21,043
"Huntington-Ashland, WV-KY-OH",Greenup County,Kentucky,21,089
"Huntington-Ashland, WV-KY-OH",Lawrence County,Kentucky,21,127
"Huntington-Ashland, WV-KY-OH",Lawrence County,Ohio,39,087
"Huntington-Ashland, WV-KY-OH",Cabell County,West Virginia,54,011
"Huntington-Ashland, WV-KY-OH",Putnam County,West Virginia,54,079
"Huntington-Ashland, WV-KY-OH",Wayne County,West Virginia,54,099
"Huntsville, AL",Limestone County,Alabama,01,083
"Huntsville, AL",Madison County,Alabama,01,089
"Huntsville, TX",Walker County,Texas,48,471
"Huron, SD",Beadle County,South Dakota,46,005
"Hutchinson, KS",Reno County,Kansas,20,155
"Hutchinson, MN",McLeod County,Minnesota,27,085
"Idaho Falls, ID",Bonneville County,Idaho,16,019
"Idaho Falls, ID",Butte County,Idaho,16,023
"Idaho Falls, ID",Jefferson County,Idaho,16,051
"Indiana, PA",Indiana County,Pennsylvania,42,063
"Indianapolis-Carmel-Greenwood, IN",Boone County,Indiana,18,011
"Indianapolis-Carmel-Greenwood, IN",Brown County,Indiana,18,013
"Indianapolis-Carmel-Greenwood, IN",Hamilton County,Indiana,18,057
"Indianapolis-Carmel-Greenwood, IN",Hancock County,Indiana,18,059
"Indianapolis-Carmel-Greenwood, IN",Hendricks County,Indiana,18,063
"Indianapolis-Carmel-Greenwood, IN",Johnson County,Indiana,18,081
"Indianapolis-Carmel-Greenwood, IN",Madison County,Indiana,18,095
"Indianapolis-Carmel-Greenwood, IN",Marion County,Indiana,18,097
"Indianapolis-Carmel-Greenwood, IN",Morgan County,Indiana,18,109
"Indianapolis-Carmel-Greenwood, IN",Shelby County,Indiana,18,145
"Indianapolis-Carmel-Greenwood, IN",Tipton County,Indiana,18,159
"Iowa City, IA",Johnson County,Iowa,19,103
"Iowa City, IA",Washington County,Iowa,19,183
"Iron Mountain, MI-WI",Dickinson County,Michigan,26,043
"Iron Mountain, MI-WI",Florence County,Wisconsin,55,037
"Ithaca, NY",Tompkins County,New York,36,109
"Jackson, MI",Jackson County,Michigan,26,075
"Jackson, MS",Copiah County,Mississippi,28,029
"Jackson, MS",Hinds County,Mississippi,28,049
"Jackson, MS",Holmes County,Mississippi,28,051
"Jackson, MS",Madison County,Mississippi,28,089
"Jackson, MS",Rankin County,Mississippi,28,121
"Jackson, MS",Scott County,Mississippi,28,123
"Jackson, MS",Simpson County,Mississippi,28,127
"Jackson, MS",Yazoo County,Mississippi,28,163
"Jackson, TN",Chester County,Tennessee,47,023
"Jackson, TN",Crockett County,Tennessee,47,033
"Jackson, TN",Gibson County,Tennessee,47,053
"Jackson, TN",Madison County,Tennessee,47,113
"Jackson, WY-ID",Teton County,Idaho,16,081
"Jackson, WY-ID",Teton County,Wyoming,56,039
"Jacksonville, FL",Baker County,Florida,12,003
"Jacksonville, FL",Clay County,Florida,12,019
"Jacksonville, FL",Duval County,Florida,12,031
"Jacksonville, FL",Nassau County,Florida,12,089
"Jacksonville, FL",St. Johns County,Florida,12,109
"Jacksonville, IL",Morgan County,Illinois,17,137
"Jacksonville, IL",Scott County,Illinois,17,171
"Jacksonville, NC",Onslow County,North Carolina,37,133
"Jacksonville, TX",Cherokee County,Texas,48,073
"Jamestown, ND",Stutsman County,North Dakota,38,093
"Jamestown-Dunkirk, NY",Chautauqua County,New York,36,013
"Janesville-Beloit, WI",Rock County,Wisconsin,55,105
"Jasper, IN",Dubois County,Indiana,18,037
"Jefferson, GA",Jackson County,Georgia,13,157
"Jefferson City, MO",Callaway County,Missouri,29,027
"Jefferson City, MO",Cole County,Missouri,29,051
"Jefferson City, MO",Moniteau County,Missouri,29,135
"Jefferson City, MO",Osage County,Missouri,29,151
"Jesup, GA",Wayne County,Georgia,13,305
"Johnson City, TN",Carter County,Tennessee,47,019
"Johnson City, TN",Unicoi County,Tennessee,47,171
"Johnson City, TN",Washington County,Tennessee,47,179
"Johnstown, PA",Cambria County,Pennsylvania,42,021
"Jonesboro, AR",Craighead County,Arkansas,05,031
"Jonesboro, AR",Poinsett County,Arkansas,05,111
"Joplin, MO-KS",Cherokee County,Kansas,20,021
"Joplin, MO-KS",Jasper County,Missouri,29,097
"Joplin, MO-KS",Newton County,Missouri,29,145
"Juneau, AK",Juneau City and Borough,Alaska,02,110
"Kahului-Wailuku, HI",Kalawao County,Hawaii,15,005
"Kahului-Wailuku, HI",Maui County,Hawaii,15,009
"Kalamazoo-Portage, MI",Kalamazoo County,Michigan,26,077
"Kalispell, MT",Flathead County,Montana,30,029
"Kankakee, IL",Kankakee County,Illinois,17,091
"Kansas City, MO-KS",Johnson County,Kansas,20,091
"Kansas City, MO-KS",Leavenworth County,Kansas,20,103
"Kansas City, MO-KS",Linn County,Kansas,20,107
"Kansas City, MO-KS",Miami County,Kansas,20,121
"Kansas City, MO-KS",Wyandotte County,Kansas,20,209
"Kansas City, MO-KS",Bates County,Missouri,29,013
"Kansas City, MO-KS",Caldwell County,Missouri,29,025
"Kansas City, MO-KS",Cass County,Missouri,29,037
"Kansas City, MO-KS",Clay County,Missouri,29,047
"Kansas City, MO-KS",Clinton County,Missouri,29,049
"Kansas City, MO-KS",Jackson County,Missouri,29,095
"Kansas City, MO-KS",Lafayette County,Missouri,29,107
"Kansas City, MO-KS",Platte County,Missouri,29,165
"Kansas City, MO-KS",Ray County,Missouri,29,177
"Kapaa, HI",Kauai County,Hawaii,15,007
"Kearney, NE",Buffalo County,Nebraska,31,019
"Kearney, NE",Kearney County,Nebraska,31,099
"Keene, NH",Cheshire County,New Hampshire,33,005
"Kendallville, IN",Noble County,Indiana,18,113
"Kennett, MO",Dunklin County,Missouri,29,069
"Kennewick-Richland, WA",Benton County,Washington,53,005
"Kennewick-Richland, WA",Franklin County,Washington,53,021
"Kenosha, WI",Kenosha County,Wisconsin,55,059
"Kerrville, TX",Kerr County,Texas,48,265
"Ketchikan, AK",Ketchikan Gateway Borough,Alaska,02,130
"Key West-Key Largo, FL",Monroe County,Florida,12,087
"Kill Devil Hills, NC",Dare County,North Carolina,37,055
"Killeen-Temple, TX",Bell County,Texas,48,027
"Killeen-Temple, TX",Coryell County,Texas,48,099
"Killeen-Temple, TX",Lampasas County,Texas,48,281
"Kingsland, GA",Camden County,Georgia,13,039
"Kingsport-Bristol, TN-VA",Hawkins County,Tennessee,47,073
"Kingsport-Bristol, TN-VA",Sullivan County,Tennessee,47,163
"Kingsport-Bristol, TN-VA",Scott County,Virginia,51,169
"Kingsport-Bristol, TN-VA",Washington County,Virginia,51,191
"Kingsport-Bristol, TN-VA",Bristol city,Virginia,51,520
"Kingston, NY",Ulster County,New York,36,111
"Kingsville, TX",Kleberg County,Texas,48,273
"Kinston, NC",Lenoir County,North Carolina,37,107
"Kirksville, MO",Adair County,Missouri,29,001
"Kirksville, MO",Schuyler County,Missouri,29,197
"Kiryas Joel-Poughkeepsie-Newburgh, NY",Dutchess County,New York,36,027
"Kiryas Joel-Poughkeepsie-Newburgh, NY",Orange County,New York,36,071
"Klamath Falls, OR",Klamath County,Oregon,41,035
"Knoxville, TN",Anderson County,Tennessee,47,001
"Knoxville, TN",Blount County,Tennessee,47,009
"Knoxville, TN",Campbell County,Tennessee,47,013
"Knoxville, TN",Grainger County,Tennessee,47,057
"Knoxville, TN",Knox County,Tennessee,47,093
"Knoxville, TN",Loudon County,Tennessee,47,105
"Knoxville, TN",Morgan County,Tennessee,47,129
"Knoxville, TN",Roane County,Tennessee,47,145
"Knoxville, TN",Union County,Tennessee,47,173
"Kokomo, IN",Howard County,Indiana,18,067
"Laconia, NH",Belknap County,New Hampshire,33,001
"La Crosse-Onalaska, WI-MN",Houston County,Minnesota,27,055
"La Crosse-Onalaska, WI-MN",La Crosse County,Wisconsin,55,063
"La Crosse-Onalaska, WI-MN",Vernon County,Wisconsin,55,123
"Lafayette, LA",Acadia Parish,Louisiana,22,001
"Lafayette, LA",Lafayette Parish,Louisiana,22,055
"Lafayette, LA",St. Martin Parish,Louisiana,22,099
"Lafayette, LA",Vermilion Parish,Louisiana,22,113
"Lafayette-West Lafayette, IN",Benton County,Indiana,18,007
"Lafayette-West Lafayette, IN",Carroll County,Indiana,18,015
"Lafayette-West Lafayette, IN",Tippecanoe County,Indiana,18,157
"Lafayette-West Lafayette, IN",Warren County,Indiana,18,171
"La Grande, OR",Union County,Oregon,41,061
"LaGrange, GA-AL",Chambers County,Alabama,01,017
"LaGrange, GA-AL",Troup County,Georgia,13,285
"Lake Charles, LA",Calcasieu Parish,Louisiana,22,019
"Lake Charles, LA",Cameron Parish,Louisiana,22,023
"Lake Charles, LA",Jefferson Davis Parish,Louisiana,22,053
"Lake City, FL",Columbia County,Florida,12,023
"Lake Havasu City-Kingman, AZ",Mohave County,Arizona,04,015
"Lakeland-Winter Haven, FL",Polk County,Florida,12,105
"Lake of the Woods, VA",Orange County,Virginia,51,137
"Lancaster, PA",Lancaster County,Pennsylvania,42,071
"Lansing-East Lansing, MI",Clinton County,Michigan,26,037
"Lansing-East Lansing, MI",Eaton County,Michigan,26,045
"Lansing-East Lansing, MI",Ingham County,Michigan,26,065
"Laramie, WY",Albany County,Wyoming,56,001
"Laredo, TX",Webb County,Texas,48,479
"Lares, PR",Lares Municipio,Puerto Rico,72,081
"Las Cruces, NM",Doña Ana County,New Mexico,35,013
"Las Vegas, NM",Mora County,New Mexico,35,033
"Las Vegas, NM",San Miguel County,New Mexico,35,047
"Las Vegas-Henderson-North Las Vegas, NV",Clark County,Nevada,32,003
"Laurel, MS",Jasper County,Mississippi,28,061
"Laurel, MS",Jones County,Mississippi,28,067
"Laurinburg, NC",Scotland County,North Carolina,37,165
"Lawrence, KS",Douglas County,Kansas,20,045
"Lawrenceburg, TN",Lawrence County,Tennessee,47,099
"Lawton, OK",Comanche County,Oklahoma,40,031
"Lawton, OK",Cotton County,Oklahoma,40,033
"Lebanon, MO",Laclede County,Missouri,29,105
"Lebanon, PA",Lebanon County,Pennsylvania,42,075
"Lebanon-Claremont, NH-VT",Grafton County,New Hampshire,33,009
"Lebanon-Claremont, NH-VT",Sullivan County,New Hampshire,33,019
"Lebanon-Claremont, NH-VT",Orange County,Vermont,50,017
"Lebanon-Claremont, NH-VT",Windsor County,Vermont,50,027
"Le Mars, IA",Plymouth County,Iowa,19,149
"Lewisburg, PA",Union County,Pennsylvania,42,119
"Lewisburg, TN",Marshall County,Tennessee,47,117
"Lewiston, ID-WA",Nez Perce County,Idaho,16,069
"Lewiston, ID-WA",Asotin County,Washington,53,003
"Lewiston-Auburn, ME",Androscoggin County,Maine,23,001
"Lewistown, PA",Mifflin County,Pennsylvania,42,087
"Lexington, NE",Dawson County,Nebraska,31,047
"Lexington, NE",Gosper County,Nebraska,31,073
"Lexington-Fayette, KY",Bourbon County,Kentucky,21,017
"Lexington-Fayette, KY",Clark County,Kentucky,21,049
"Lexington-Fayette, KY",Fayette County,Kentucky,21,067
